Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,9500,0,16,40.36650676414138,4.893314995570108,485.13508399628336,11816.0,6.737736706885594,0.0,16,30,47,60,100,170,230,280,400,490,490
GET,/api/cart,28196,1,11,33.46196646346715,3.7700339962611906,573.7490630053799,24.00251808767201,19.99760254603644,0.0007092354428300624,11,21,36,48,89,140,220,270,390,480,570
POST,/api/cart,56437,0,15,40.18971014255373,5.696027998055797,627.4564589984948,118.26796250686607,40.027120687000235,0.0,15,24,40,54,100,170,250,310,480,570,630
POST,/api/checkout,18984,0,120,153.07481532166167,31.459285004530102,976.4019759968505,1642.892857142857,13.464125646685906,0.0,120,170,200,220,300,360,450,510,720,910,980
GET,/api/data/,3993,0,15,44.17225902431997,5.037365001044236,578.3964509973885,202.5053844227398,2.8319771232204394,0.0,15,29,48,63,120,190,280,330,470,580,580
GET,/api/data/?contextKeys=accessories,4067,0,15,43.24438229647274,5.438546002551448,727.2033200060832,303.0,2.884460545989864,0.0,15,28,45,63,120,190,260,310,500,730,730
GET,/api/data/?contextKeys=assembly,3962,0,15,44.270064884916756,5.164132999198046,739.127107000968,89.0,2.8099908244927074,0.0,15,29,49,63,120,190,270,340,480,740,740
GET,/api/data/?contextKeys=binoculars,3984,0,15,43.544912741429265,5.24772799690254,576.0818389971973,83.0,2.8255940042349685,0.0,15,28,46,61,120,190,270,350,490,580,580
GET,/api/data/?contextKeys=books,4088,0,15,44.80762823630592,5.438954001874663,589.2141479998827,202.3537181996086,2.899354490289295,0.0,15,30,49,65,120,190,260,330,480,590,590
GET,/api/data/?contextKeys=telescopes,4054,1,16,45.48327456602592,5.09451800462557,589.4839159955154,105.9972866304884,2.875240485233073,0.0007092354428300624,16,30,50,67,130,190,260,320,460,590,590
GET,/api/data/?contextKeys=travel,3941,0,16,47.08474603021453,5.139155000506435,725.9158680026303,129.0,2.795096880193276,0.0,16,33,52,68,140,200,280,330,540,730,730
GET,/api/product-reviews/0PUK6V6EV0,1831,0,46,79.90882938504427,23.944724001921713,490.65726900153095,1038.0,1.2986100958218443,0.0,46,69,93,110,190,250,320,380,480,490,490
GET,/api/product-reviews/1YMWWN1N4O,1921,0,48,82.95179403854989,24.375725995923858,575.1573080051458,1073.0,1.36244128567655,0.0,48,70,95,120,190,260,340,400,560,580,580
GET,/api/product-reviews/2ZYFJ3GM2N,1844,0,46,79.82145017202349,23.87048700620653,605.7260970046627,1049.0,1.3078301565786352,0.0,46,69,93,120,190,240,330,390,590,610,610
GET,/api/product-reviews/66VCHSJNUP,1917,0,47,81.0603416891601,23.455984999600332,619.6372539998265,1043.0,1.3596043439052297,0.0,47,70,95,120,190,250,310,370,610,620,620
GET,/api/product-reviews/6E92ZMYYFZ,2000,0,48,82.1772294949842,23.166940998635255,576.2895410007332,1076.0,1.418470885660125,0.0,48,69,96,120,190,260,340,400,540,580,580
