Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,2433,0,8,10.481853335804068,5.605141000160074,172.6481050000075,11816.924784217015,1.2114625775860237,0.0,8,9,10,10,13,19,41,62,140,170,170
GET,/api/cart,7096,0,6,6.910837663467149,4.000396000265027,156.0945970004468,24.0,3.5333080355735405,0.0,6,6,7,7,8,10,16,32,82,160,160
POST,/api/cart,13905,0,8,9.14763145142013,5.524821000108204,171.64669500016316,118.39431859043509,6.923710292368951,0.0,8,9,9,10,11,13,21,35,88,100,170
POST,/api/checkout,4634,0,37,45.7773379166994,28.23468899987347,626.6890650003916,1648.4982736296936,2.3074055012468695,0.0,37,49,54,56,63,81,110,130,260,630,630
GET,/api/data/,974,0,8,9.376926744353785,5.820291999953042,97.53504000036628,202.2299794661191,0.4849833746686342,0.0,8,8,8,9,10,17,37,54,98,98,98
GET,/api/data/?contextKeys=accessories,1019,0,8,8.722597158984644,5.869237999831967,76.51493000048504,303.0,0.5073902040937764,0.0,8,8,8,9,10,13,22,33,73,77,77
GET,/api/data/?contextKeys=assembly,977,0,8,9.10376954146521,5.782248000286927,143.99490100004186,89.0,0.48647716329697704,0.0,8,8,8,9,10,13,29,59,140,140,140
GET,/api/data/?contextKeys=binoculars,975,0,8,9.181826762059922,5.120172999340866,89.14076299970475,83.0,0.48548130421141517,0.0,8,8,9,9,11,14,27,54,89,89,89
GET,/api/data/?contextKeys=books,993,0,8,9.702320087599256,5.67326099917409,179.82350300007965,203.04128902316214,0.494444035981472,0.0,8,8,8,9,11,18,42,68,180,180,180
GET,/api/data/?contextKeys=telescopes,1041,0,8,9.374817207473326,5.459876999339031,96.44616999958089,106.0,0.5183446540349571,0.0,8,8,8,9,10,15,35,62,95,96,96
GET,/api/data/?contextKeys=travel,1046,0,8,9.000596026779483,5.812352000248211,138.24196599944116,129.0,0.5208343017488618,0.0,8,8,8,9,10,13,25,49,100,140,140
GET,/api/product-reviews/0PUK6V6EV0,458,0,27,30.21076673581679,23.85384300032456,180.0096790002499,1038.0,0.22805173059366987,0.0,27,28,28,30,35,47,82,98,180,180,180
GET,/api/product-reviews/1YMWWN1N4O,463,0,27,30.038633853131394,23.88742200037086,145.39585599959537,1073.0,0.23054137830757457,0.0,27,27,28,29,34,44,78,120,150,150,150
GET,/api/product-reviews/2ZYFJ3GM2N,442,0,27,29.715269210411524,24.00019400010933,130.89166400004615,1049.0,0.22008485790917487,0.0,27,28,29,30,35,41,64,97,130,130,130
GET,/api/product-reviews/66VCHSJNUP,467,0,27,29.907110027816245,23.93241699974169,152.42805799971393,1043.0,0.23253309647869833,0.0,27,27,29,29,34,42,81,100,150,150,150
GET,/api/product-reviews/6E92ZMYYFZ,482,0,27,29.473326427367855,23.545832999843697,132.88684300005116,1076.0,0.24000203962041242,0.0,27,27,28,29,34,43,69,100,130,130,130
GET,/api/product-reviews/9SIQT8TOJO,468,0,27,29.605688568388857,24.127030000272498,130.9001760000683,1060.0,0.23303102602147927,0.0,27,28,29,30,33,40,67,100,130,130,130
GET,/api/product-reviews/HQTGWGPNH4,469,0,27,30.609108215380953,23.44502400046622,197.83768199977203,1081.0,0.2335289555642602,0.0,27,28,29,30,33,46,90,120,200,200,200
GET,/api/product-reviews/L9ECAV7KIM,432,0,26,28.380888027756843,23.721622000266507,103.41549300028419,993.0,0.21510556248136548,0.0,26,27,28,29,32,40,52,63,100,100,100
GET,/api/product-reviews/LS4PSXUNUM,467,0,27,29.00651761027037,23.762585999975272,167.52355100015848,1060.0,0.23253309647869833,0.0,27,27,28,29,33,39,67,95,170,170,170
GET,/api/product-reviews/OLJCESPC7Z,441,0,27,28.86140719726392,23.76125699993281,93.69327199965483,1060.0,0.21958692836639393,0.0,27,28,28,29,33,39,58,67,94,94,94
GET,/api/products/0PUK6V6EV0,3751,0,6,7.325119489202619,4.101831000298262,281.6737879993525,421.0,1.8677337149713007,0.0,6,6,6,7,8,12,25,41,89,280,280
GET,/api/products/1YMWWN1N4O,3751,0,6,7.266475495865924,4.107425999791303,279.54268299981777,888.0,1.8677337149713007,0.0,6,6,6,7,8,12,22,40,110,280,280
GET,/api/products/2ZYFJ3GM2N,3742,0,6,7.403854756010402,4.125178000322194,209.49610600018786,556.0,1.8632523490862722,0.0,6,6,6,7,8,12,26,48,140,210,210
GET,/api/products/66VCHSJNUP,3722,0,6,7.0616999306869666,3.8915169998290366,148.79554800063488,494.0,1.8532937582306535,0.0,6,6,6,7,8,11,20,36,86,150,150
GET,/api/products/6E92ZMYYFZ,3606,0,6,7.060123207719972,3.9766740001141443,100.19041399937123,475.0,1.7955339312680647,0.0,6,6,6,7,8,11,20,34,86,100,100
