Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,2362,0,8,10.216181172324779,5.779592000180855,112.69202099992981,11816.0,1.7425076462437252,0.0,8,9,10,10,12,18,42,67,100,110,110
GET,/api/cart,7150,0,6,7.053389163089136,3.817447999608703,135.7317450001574,24.0,5.274737371144215,0.0,6,6,7,7,8,10,21,39,85,140,140
POST,/api/cart,14281,0,8,9.592837080388776,5.288700000164681,154.9113370001578,118.3888383166445,10.535457957665809,0.0,8,9,9,10,11,15,27,53,100,150,150
POST,/api/checkout,4790,0,39,47.817907641752505,28.921644999172713,778.8251390002188,1649.0839248434238,3.533705175913397,0.0,39,51,55,57,68,89,110,130,270,780,780
GET,/api/data/,982,0,7,8.87314166799993,5.1034879998042015,175.24614600006316,203.26883910386965,0.7244464473375691,0.0,7,8,8,8,10,14,25,42,180,180,180
GET,/api/data/?contextKeys=accessories,1034,0,8,9.625986673092495,5.7640799996079295,130.64222699995298,303.0,0.7628081736731634,0.0,8,8,8,9,11,18,43,59,99,130,130
GET,/api/data/?contextKeys=assembly,984,0,7,9.169077821169358,5.426461999377352,102.85602699968877,89.0,0.7259218983504766,0.0,7,8,8,9,10,15,34,57,100,100,100
GET,/api/data/?contextKeys=binoculars,1029,0,8,9.022624297347955,5.783173999589053,87.60925900060101,83.0,0.7591195461408947,0.0,8,8,8,9,11,15,36,46,80,88,88
GET,/api/data/?contextKeys=books,1001,0,8,9.033578620396334,5.680096999640227,85.3050819996497,203.45954045954045,0.7384632319601901,0.0,8,8,8,9,10,14,24,46,82,85,85
GET,/api/data/?contextKeys=telescopes,1016,0,8,9.189126287389275,5.798543999844696,104.8585099997581,106.0,0.7495291145569961,0.0,8,8,8,9,10,14,33,59,97,100,100
GET,/api/data/?contextKeys=travel,1038,0,8,9.901869695562908,5.602705999990576,155.52676799961773,129.0,0.7657590756989784,0.0,8,8,9,9,11,17,38,73,150,160,160
GET,/api/product-reviews/0PUK6V6EV0,475,0,27,30.65240771156823,23.711050000201794,207.6906530000997,1038.0,0.35041961556552476,0.0,27,28,29,30,35,47,92,100,210,210,210
GET,/api/product-reviews/1YMWWN1N4O,447,0,27,30.479453979857073,23.59765500023059,183.13905299964972,1073.0,0.3297633013848202,0.0,27,28,29,30,36,46,74,100,180,180,180
GET,/api/product-reviews/2ZYFJ3GM2N,496,0,27,31.725072524187496,23.60168999985035,166.54305400061276,1049.0,0.36591185120105324,0.0,27,28,30,31,38,68,94,110,170,170,170
GET,/api/product-reviews/66VCHSJNUP,471,0,27,30.281266157084875,23.855145999732486,142.8333069998189,1043.0,0.3474687135397098,0.0,27,28,29,30,35,46,70,99,140,140,140
GET,/api/product-reviews/6E92ZMYYFZ,490,0,27,31.36914729797243,24.095712000416825,207.84772699971654,1076.0,0.36148549816233083,0.0,27,28,29,30,36,52,100,150,210,210,210
GET,/api/product-reviews/9SIQT8TOJO,449,0,27,29.84593844541981,23.879706999650807,106.33860900088621,1060.0,0.33123875239772765,0.0,27,28,29,30,35,44,73,86,110,110,110
GET,/api/product-reviews/HQTGWGPNH4,534,0,27,30.117980872672504,24.022060999413952,208.95128899974225,1081.0,0.3939454204462952,0.0,27,28,29,30,35,45,68,82,210,210,210
GET,/api/product-reviews/L9ECAV7KIM,471,0,27,29.430849624224138,23.27881699966383,209.00978699955886,993.0,0.3474687135397098,0.0,27,28,28,29,33,41,71,92,210,210,210
GET,/api/product-reviews/LS4PSXUNUM,475,0,27,31.75130600213666,23.219505000270146,181.79411800065282,1060.0,0.35041961556552476,0.0,27,28,29,31,38,58,99,120,180,180,180
GET,/api/product-reviews/OLJCESPC7Z,445,0,27,30.64389621122041,23.810253999727138,151.00388999962888,1060.0,0.32828785037191266,0.0,27,28,29,30,37,51,81,95,150,150,150
GET,/api/products/0PUK6V6EV0,3893,0,6,7.462388468787418,4.0242530003524735,182.64302399984444,421.0,2.871965396624396,0.0,6,6,6,7,9,12,32,54,94,180,180
GET,/api/products/1YMWWN1N4O,3864,0,6,7.280780288810032,4.012935999526235,160.32186099982937,888.0,2.8505713569372375,0.0,6,6,6,7,8,12,27,50,98,160,160
GET,/api/products/2ZYFJ3GM2N,3753,0,6,7.380490514528781,3.992654000285256,134.28337500045018,556.0,2.768683825720873,0.0,6,6,6,7,8,12,28,50,100,130,130
GET,/api/products/66VCHSJNUP,3871,0,6,7.605898688967399,3.970852000747982,335.08068900027865,494.0,2.8557354354824134,0.0,6,6,6,7,9,13,31,53,110,340,340
GET,/api/products/6E92ZMYYFZ,3786,0,6,7.357937888551298,3.8097149999885005,112.28792499969131,475.0,2.793028767433846,0.0,6,6,6,7,9,12,28,52,97,110,110
GET,/api/products/9SIQT8TOJO,3854,0,6,7.465772249359056,3.760335999686504,158.26798899979622,778.0,2.8431941018727,0.0,6,6,6,7,8,12,26,55,100,160,160
GET,/api/products/HQTGWGPNH4,3814,0,6,7.45177296748659,3.893033000167634,382.3414589996901,739.0,2.8136850816145507,0.0,6,6,6,7,8,12,27,47,110,380,380
GET,/api/products/L9ECAV7KIM,3794,0,6,7.237928913538807,4.059050000250863,154.46188900023117,735.0,2.7989305714854757,0.0,6,6,6,7,8,11,23,48,100,150,150
GET,/api/products/LS4PSXUNUM,3763,0,6,7.389780503841292,3.965346000768477,188.17870100065193,529.0,2.77606108078541,0.0,6,6,6,7,8,12,29,48,99,190,190
GET,/api/products/OLJCESPC7Z,3787,0,6,7.500140097705319,3.9640350005356595,113.04597399976046,506.0,2.7937664929402994,0.0,6,6,7,7,8,13,32,54,92,110,110
GET,/api/recommendations?productIds=0PUK6V6EV0,659,0,26,30.0891563914849,14.716583998961141,129.0435509999952,2538.432473444613,0.48616110875301227,0.0,26,28,29,31,38,53,86,100,130,130,130
GET,/api/recommendations?productIds=1YMWWN1N4O,670,0,26,31.64552657610682,15.74968099976104,190.9241010007463,2316.5059701492537,0.49427608932400335,0.0,26,28,30,31,40,71,99,120,190,190,190
GET,/api/recommendations?productIds=2ZYFJ3GM2N,740,0,26,31.79451998917471,11.285164000582881,186.82420500044827,2479.5013513513513,0.5459168747757649,0.0,26,28,30,32,42,64,110,120,190,190,190
GET,/api/recommendations?productIds=66VCHSJNUP,711,0,26,30.850929151920955,11.146752999593446,155.70972499972413,2496.834036568214,0.5245228350886065,0.0,26,28,30,32,41,56,82,110,160,160,160
GET,/api/recommendations?productIds=6E92ZMYYFZ,709,0,26,30.442666695344908,14.064673000575567,169.6947660002479,2530.2496473906913,0.5230473840756991,0.0,26,28,30,31,39,52,88,110,170,170,170
GET,/api/recommendations?productIds=9SIQT8TOJO,707,0,26,31.048070885443575,11.88933100002032,164.22155199961708,2373.366336633663,0.5215719330627916,0.0,26,28,30,31,38,59,100,120,160,160,160
GET,/api/recommendations?productIds=HQTGWGPNH4,664,0,26,29.772134629509704,14.944161999665084,157.39421399939602,2408.1385542168673,0.48984973628528095,0.0,26,27,29,31,38,51,75,97,160,160,160
GET,/api/recommendations?productIds=L9ECAV7KIM,720,0,26,29.985303279165187,11.73424199987494,135.4964479996852,2393.1916666666666,0.5311623646466902,0.0,26,28,29,31,39,54,79,110,140,140,140
GET,/api/recommendations?productIds=LS4PSXUNUM,741,0,26,31.070250333307982,10.735230000136653,182.74440899949695,2480.6437246963565,0.5466546002822187,0.0,26,28,30,32,39,56,97,120,180,180,180
GET,/api/recommendations?productIds=OLJCESPC7Z,707,0,26,31.219078951897146,14.310968999780016,223.4712049994414,2494.24045261669,0.5215719330627916,0.0,26,28,29,31,42,60,98,110,220,220,220
,Aggregated,85627,0,7,13.446499023159035,3.760335999686504,778.8251390002188,985.9038620995714,63.16922194111408,0.0,7,9,11,24,30,40,61,80,150,270,780
