NAME                                             READY   STATUS    RESTARTS        AGE     IP            NODE                          NOMINATED NODE   READINESS GATES
llm-558c7745db-285pv                             1/1     Running   0               39m     10.0.23.128   ip-10-0-28-244.ec2.internal   <none>           <none>
load-generator-6f8d94d894-fwss4                  1/1     Running   0               50m     10.0.46.99    ip-10-0-36-4.ec2.internal     <none>           <none>
load-generator-worker-cdc7df7c5-9g8l5            1/1     Running   0               39m     10.0.23.133   ip-10-0-28-244.ec2.internal   <none>           <none>
load-generator-worker-cdc7df7c5-jn2lx            1/1     Running   0               29m     10.0.23.132   ip-10-0-28-244.ec2.internal   <none>           <none>
metrics-server-56f6f67555-zcd64                  1/1     Running   1 (6h55m ago)   6h56m   10.0.40.1     ip-10-0-36-4.ec2.internal     <none>           <none>
opensearch-0                                     1/1     Running   0               50m     10.0.46.109   ip-10-0-36-4.ec2.internal     <none>           <none>
otel-collector-agent-246dl                       1/1     Running   0               17h     10.0.45.1     ip-10-0-46-45.ec2.internal    <none>           <none>
otel-collector-agent-4xbkd                       1/1     Running   0               38h     10.0.40.0     ip-10-0-36-4.ec2.internal     <none>           <none>
otel-collector-agent-5c5fq                       1/1     Running   0               48m     10.0.23.129   ip-10-0-28-244.ec2.internal   <none>           <none>
otel-collector-agent-5lrtg                       1/1     Running   0               170m    10.0.45.114   ip-10-0-36-190.ec2.internal   <none>           <none>
otel-collector-agent-5w9pk                       1/1     Running   0               28m     10.0.19.146   ip-10-0-22-227.ec2.internal   <none>           <none>
otel-collector-agent-rh5bv                       1/1     Running   0               8m25s   10.0.21.145   ip-10-0-26-151.ec2.internal   <none>           <none>
otel-collector-agent-x7l6h                       1/1     Running   0               26h     10.0.26.132   ip-10-0-27-114.ec2.internal   <none>           <none>
payment-6cb6c5999c-qsdxp                         1/1     Running   0               8m57s   10.0.19.148   ip-10-0-22-227.ec2.internal   <none>           <none>
payment-6cb6c5999c-txbrb                         1/1     Running   0               50m     10.0.45.118   ip-10-0-36-190.ec2.internal   <none>           <none>
product-catalog-d84f55998-hztl5                  1/1     Running   0               50m     10.0.45.119   ip-10-0-36-190.ec2.internal   <none>           <none>
product-catalog-d84f55998-lj7c2                  1/1     Running   0               8m57s   10.0.20.144   ip-10-0-22-227.ec2.internal   <none>           <none>
product-reviews-58686f5fd9-dqgt6                 1/1     Running   0               47m     10.0.45.11    ip-10-0-46-45.ec2.internal    <none>           <none>
product-reviews-58686f5fd9-nxxlk                 1/1     Running   0               8m56s   10.0.19.156   ip-10-0-22-227.ec2.internal   <none>           <none>
prometheus-795bcb887b-vt6xv                      1/1     Running   0               6h56m   10.0.26.142   ip-10-0-27-114.ec2.internal   <none>           <none>
prometheus-adapter-cfff85f69-mbr8q               1/1     Running   0               6h56m   10.0.46.101   ip-10-0-36-4.ec2.internal     <none>           <none>
quote-6f568d756c-8xn5s                           1/1     Running   0               50m     10.0.45.123   ip-10-0-36-190.ec2.internal   <none>           <none>
quote-6f568d756c-hsq69                           1/1     Running   0               8m57s   10.0.19.152   ip-10-0-22-227.ec2.internal   <none>           <none>
recommendation-5f65666784-625mf                  1/1     Running   0               8m56s   10.0.19.155   ip-10-0-22-227.ec2.internal   <none>           <none>
recommendation-5f65666784-ksxkg                  1/1     Running   0               50m     10.0.45.122   ip-10-0-36-190.ec2.internal   <none>           <none>
shipping-567ccf6f47-bkcxx                        1/1     Running   0               8m57s   10.0.19.151   ip-10-0-22-227.ec2.internal   <none>           <none>
shipping-567ccf6f47-lxbdp                        1/1     Running   0               50m     10.0.45.5     ip-10-0-46-45.ec2.internal    <none>           <none>
shopping-copilot-b4b49f685-xfx95                 1/1     Running   0               40m     10.0.23.131   ip-10-0-28-244.ec2.internal   <none>           <none>
techx-corp-kube-state-metrics-56c7fd85b9-dvx4r   1/1     Running   0               6h56m   10.0.26.131   ip-10-0-27-114.ec2.internal   <none>           <none>
