Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/product-reviews/66VCHSJNUP,1510,0,28,36.961925923827685,22.779274000640726,299.8272299992095,1043.0,0.777057815987647,0.0,28,31,34,36,53,94,130,150,270,300,300
GET,/api/product-reviews/6E92ZMYYFZ,1571,0,28,37.5486368529492,22.74518500053091,272.82943699901807,1076.0,0.8084488933222473,0.0,28,31,34,37,57,97,130,170,230,270,270
GET,/api/product-reviews/9SIQT8TOJO,1540,0,28,38.312722238895894,22.836975997051923,339.4847199997457,1060.0,0.7924960507423684,0.0,28,31,34,37,56,110,160,180,330,340,340
GET,/api/product-reviews/HQTGWGPNH4,1494,0,28,38.57617352272795,22.944215997995343,274.7384059985052,1081.0,0.7688240907851289,0.0,28,31,34,36,57,110,160,190,260,270,270
GET,/api/product-reviews/L9ECAV7KIM,1535,0,28,36.30031828079777,22.716847000992857,272.04052899833187,993.0,0.7899230116165815,0.0,28,31,33,35,51,80,140,200,250,270,270
GET,/api/product-reviews/LS4PSXUNUM,1524,0,28,37.38470778541659,22.812891998910345,255.63273999796365,1060.0,0.7842623255398503,0.0,28,31,34,36,59,97,140,160,230,260,260
GET,/api/product-reviews/OLJCESPC7Z,1487,0,28,36.26508109955809,22.58752200214076,373.5909850001917,1060.0,0.7652218360090272,0.0,28,31,33,35,49,88,140,170,280,370,370
GET,/api/products/0PUK6V6EV0,12285,0,6,9.896424652183947,3.545882002072176,239.09376099982182,421.0,6.321957132058439,0.0,6,6,7,8,15,31,63,87,170,210,240
GET,/api/products/1YMWWN1N4O,12419,0,6,9.696562841770719,3.708082000230206,338.94756399968173,888.0,6.390914580629528,0.0,6,6,7,8,15,29,59,84,170,320,340
GET,/api/products/2ZYFJ3GM2N,12305,0,6,10.229129784158124,3.7143670015211683,296.7197910002142,556.0,6.332249288561587,0.0,6,6,7,8,16,33,68,96,190,280,300
GET,/api/products/66VCHSJNUP,12267,0,6,9.916245679533727,3.6579340012394823,253.27099700007238,494.0,6.3126941912056065,0.0,6,6,7,8,15,29,62,94,180,240,250
GET,/api/products/6E92ZMYYFZ,12389,0,6,9.909020535710457,3.740762000234099,229.8722080013249,475.0,6.375476345874807,0.0,6,7,8,9,15,30,61,89,170,200,230
GET,/api/products/9SIQT8TOJO,12396,0,6,9.998797263883985,3.7259150012687314,314.33195199861075,778.0,6.379078600650908,0.0,6,6,7,8,15,30,61,94,180,280,310
GET,/api/products/HQTGWGPNH4,12352,0,6,10.073459351378101,3.6346779997984413,453.41163000193774,739.0,6.356435856343984,0.0,6,7,8,9,16,31,63,89,180,230,450
GET,/api/products/L9ECAV7KIM,12203,1,6,9.768216959773504,3.612758999224752,199.82583199816872,734.9475538801934,6.279759290395534,0.0005146078251573821,6,6,7,8,15,29,61,90,160,190,200
GET,/api/products/LS4PSXUNUM,12261,1,6,9.985385378019913,1.9611269999586511,227.93992700098897,528.964603213441,6.309606544254662,0.0005146078251573821,6,6,7,8,15,31,62,95,160,220,230
GET,/api/products/OLJCESPC7Z,12415,0,6,9.917065294157723,3.686657000798732,350.5906540012802,506.0,6.388856149328899,0.0,6,6,7,8,15,30,63,92,170,230,350
GET,/api/recommendations?productIds=0PUK6V6EV0,2299,0,28,40.82400301644589,10.555581000517122,328.4955089984578,2542.8803827751194,1.1830833900368214,0.0,28,33,39,46,74,110,170,190,290,330,330
GET,/api/recommendations?productIds=1YMWWN1N4O,2375,0,28,40.39185039279829,10.117378002178157,362.87692499900004,2335.7372631578946,1.2221935847487826,0.0,28,33,39,44,71,110,160,200,330,360,360
GET,/api/recommendations?productIds=2ZYFJ3GM2N,2318,0,28,42.33759645985605,10.709389000112424,406.64169800220407,2470.630284728214,1.1928609387148117,0.0,28,33,39,47,80,120,180,220,310,410,410
GET,/api/recommendations?productIds=66VCHSJNUP,2309,0,29,42.81141973714972,11.074841000663582,343.70626999952947,2500.586401039411,1.1882294682883954,0.0,29,33,40,47,82,120,180,230,310,340,340
GET,/api/recommendations?productIds=6E92ZMYYFZ,2384,0,28,41.11720036201484,10.660714000550797,410.84977599894046,2515.7189597315437,1.226825055175199,0.0,28,33,39,45,72,110,170,200,340,410,410
GET,/api/recommendations?productIds=9SIQT8TOJO,2308,0,29,42.05921478988001,9.792221000680001,370.7209070016688,2375.7876949740034,1.187714860463238,0.0,29,33,40,47,79,120,170,190,280,370,370
GET,/api/recommendations?productIds=HQTGWGPNH4,2296,0,29,42.377638672507146,9.958773996913806,417.15880899937474,2388.8427700348434,1.1815395665613493,0.0,29,34,40,47,80,120,170,210,330,420,420
GET,/api/recommendations?productIds=L9ECAV7KIM,2323,0,29,42.316004347864094,10.793306999403285,371.3103570007661,2393.156263452432,1.1954339778405987,0.0,29,33,40,45,78,120,180,220,340,370,370
GET,/api/recommendations?productIds=LS4PSXUNUM,2350,0,29,41.07238237703178,11.098931998276385,300.5565800012846,2488.1978723404254,1.2093283891198479,0.0,29,33,38,43,71,120,170,210,290,300,300
GET,/api/recommendations?productIds=OLJCESPC7Z,2165,0,29,42.331535832271655,11.669580999296159,457.6406300002418,2496.6517321016167,1.1141259414657323,0.0,29,34,40,46,74,120,180,220,310,460,460
,Aggregated,276896,2,7,17.4199776824981,1.9611269999586511,843.1501859995478,980.2442830521206,142.4928483547785,0.0010292156503147643,7,10,20,26,38,63,110,140,240,360,840
