Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/product-reviews/LS4PSXUNUM,1577,0,29,40.751527655060386,22.489061000669608,251.43935999949463,1060.0,0.9258729019546779,0.0,29,33,36,40,70,110,170,200,250,250,250
GET,/api/product-reviews/OLJCESPC7Z,1607,0,29,40.882265698208435,22.5639290001709,323.5044899993227,1060.0,0.9434862101719514,0.0,29,33,36,40,68,120,160,190,320,320,320
GET,/api/products/0PUK6V6EV0,12576,0,6,11.60330139900178,3.6422910015971866,391.54656100072316,421.0,7.383498804681059,0.0,6,7,8,10,21,42,76,110,200,330,390
GET,/api/products/1YMWWN1N4O,12569,0,6,11.563165649223356,3.7142189976293594,403.91715000077966,888.0,7.379389032763695,0.0,6,7,8,10,21,41,79,110,190,260,400
GET,/api/products/2ZYFJ3GM2N,12655,0,6,11.41452193298542,3.624633998697391,293.24428800100577,556.0,7.429880516319879,0.0,6,7,8,10,20,40,74,110,190,240,290
GET,/api/products/66VCHSJNUP,12512,0,6,11.214149346388028,3.603267003200017,359.70034199999645,494.0,7.345923747150875,0.0,6,7,8,10,20,38,72,99,190,280,360
GET,/api/products/6E92ZMYYFZ,12647,0,6,11.195062486997521,3.6150310006632935,231.89061200173455,475.0,7.425183634128606,0.0,6,7,8,10,19,39,74,100,180,210,230
GET,/api/products/9SIQT8TOJO,12949,0,6,11.38151254227519,3.4431450003467035,338.7940710017574,778.0,7.6024909368491596,0.0,6,7,8,10,21,40,75,110,180,320,340
GET,/api/products/HQTGWGPNH4,12601,0,6,11.381946314098428,3.6010330004501157,313.0326550017344,739.0,7.398176561528786,0.0,6,7,8,10,20,39,76,110,190,230,310
GET,/api/products/L9ECAV7KIM,12827,0,6,11.29653848840776,3.7693439990107436,291.52311099824146,735.0,7.530863483432247,0.0,6,7,8,10,20,38,72,100,200,290,290
GET,/api/products/LS4PSXUNUM,12734,0,6,11.559892921069165,3.671518003102392,230.50311699989834,529.0,7.476262227958699,0.0,6,7,8,10,21,41,76,100,190,220,230
GET,/api/products/OLJCESPC7Z,12678,0,6,11.46526123890074,3.61429000258795,288.38913600338856,506.0,7.4433840526197885,0.0,6,7,8,10,20,40,77,110,190,250,290
GET,/api/recommendations?productIds=0PUK6V6EV0,2345,0,30,46.738080941541526,9.9328920005064,449.8560819993145,2542.0759061833687,1.37677359231688,0.0,30,37,47,57,95,140,190,230,330,450,450
GET,/api/recommendations?productIds=1YMWWN1N4O,2327,0,30,46.98290127971401,10.306946001946926,483.9559879983426,2325.844864632574,1.3662056073865159,0.0,30,38,49,59,92,140,200,230,300,480,480
GET,/api/recommendations?productIds=2ZYFJ3GM2N,2402,0,30,46.182918231473394,9.74900200162665,402.4826739987475,2475.9154870940883,1.4102388779296997,0.0,30,36,45,56,93,140,190,230,360,400,400
GET,/api/recommendations?productIds=66VCHSJNUP,2407,0,30,47.21400854761361,9.504969999397872,490.83152299863286,2502.231408392189,1.4131744292992452,0.0,30,38,47,56,96,140,190,220,360,490,490
GET,/api/recommendations?productIds=6E92ZMYYFZ,2468,0,30,47.2363684201923,10.044396000012057,451.9760500006669,2510.285656401945,1.4489881560077014,0.0,30,37,45,54,96,150,190,240,370,450,450
GET,/api/recommendations?productIds=9SIQT8TOJO,2423,0,30,46.090647210516806,9.940582000126597,369.2371040015132,2381.184482047049,1.422568193681791,0.0,30,37,46,54,93,130,190,220,290,370,370
GET,/api/recommendations?productIds=HQTGWGPNH4,2319,0,30,46.12146144458461,11.707158002536744,487.4630269987392,2393.8438982319967,1.361508725195243,0.0,30,36,46,54,90,140,190,220,380,490,490
GET,/api/recommendations?productIds=L9ECAV7KIM,2369,0,30,46.43094007057747,10.668631999578793,512.6743020009599,2402.218235542423,1.3908642388906989,0.0,30,36,45,54,96,140,190,230,350,510,510
GET,/api/recommendations?productIds=LS4PSXUNUM,2432,1,30,44.990583973664776,4.666223998356145,459.40457499818876,2489.3211348684213,1.427852186146973,0.0005871102739091172,30,37,46,53,86,130,170,210,360,460,460
GET,/api/recommendations?productIds=OLJCESPC7Z,2447,0,30,44.77241655495736,10.303142000338994,350.27362299661036,2506.2819779321617,1.43665884025561,0.0,30,36,45,53,87,130,180,230,310,350,350
,Aggregated,285279,1,8,19.50755813177994,3.4431450003467035,545.5300729990995,993.8971813557955,167.49023183051906,0.0005871102739091172,8,11,23,27,45,74,120,160,260,400,550
