Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,4935,0,8,12.258851881871044,5.515139000635827,205.46646600087115,11816.0,2.893016021140023,0.0,8,9,10,11,15,30,78,110,170,210,210
GET,/api/cart,14975,0,6,8.591493660030585,3.8185619996511377,242.75885600036418,24.0,8.778706163439077,0.0,6,6,7,7,9,16,51,86,170,210,240
POST,/api/cart,29554,0,8,10.453479884487251,5.344486000467441,204.1230449995055,118.07132706232659,17.32526757624564,0.0,8,9,10,10,12,18,41,69,150,200,200
POST,/api/checkout,9828,0,44,55.83755687626741,27.867708000485436,404.66705200014985,1638.276862026862,5.761410629334174,0.0,44,56,62,68,93,120,160,190,290,400,400
GET,/api/data/,2125,0,7,10.62814806022695,4.804968999451376,162.0590659986192,201.9764705882353,1.2457262502375985,0.0,7,8,9,9,12,23,58,82,150,160,160
GET,/api/data/?contextKeys=accessories,2146,0,8,11.182787443632886,5.1562400003604125,203.27412000006007,303.0,1.2580369567105347,0.0,8,8,9,10,13,22,72,98,180,200,200
GET,/api/data/?contextKeys=assembly,2164,0,8,11.645096488441235,5.197127000428736,207.68918899921118,89.0,1.2685889908301944,0.0,8,8,9,10,14,30,76,97,180,210,210
GET,/api/data/?contextKeys=binoculars,2133,0,8,10.988177559279464,5.323601000782219,202.32544800092,83.0,1.2504160431796696,0.0,8,8,9,9,13,24,69,87,160,200,200
GET,/api/data/?contextKeys=books,2088,0,8,11.533158744256921,5.285231998641393,229.10287200102175,202.17959770114942,1.2240359578805204,0.0,8,8,9,9,13,24,74,120,190,230,230
GET,/api/data/?contextKeys=telescopes,2184,0,7,11.257147616317239,5.033837998780655,227.06652899978508,106.0,1.2803134731853718,0.0,7,8,9,9,13,24,75,100,170,230,230
